video_game,price,kind,link,devoloper,platform,type
Transpose,"80,99 €",Sports,https://sandbox.oxylabs.io/products/916, Secret Location,N/A,singleplayer
BlazBlue: Chrono Phantasma Extend,"76,99 €",Fighting,https://sandbox.oxylabs.io/products/917, Arc System Works,N/A,multiplayer
EyeToy: Play,"74,99 €",Individual,https://sandbox.oxylabs.io/products/918, SCEE,N/A,multiplayer
The Sims: Makin' Magic,"78,99 €",Wrestling,https://sandbox.oxylabs.io/products/919, Maxis,N/A,singleplayer
The Mark of Kri,"76,99 €",Combat,https://sandbox.oxylabs.io/products/920, SCEA,N/A,singleplayer
Broken Sword: The Shadow of the Templars,"85,99 €",Adventure,https://sandbox.oxylabs.io/products/921, Revolution Software,N/A,singleplayer
Bomberman Online,"78,99 €",General,https://sandbox.oxylabs.io/products/922, Hudson,N/A,
Project Justice,"87,99 €",3D,https://sandbox.oxylabs.io/products/923, Capcom,N/A,
Uncharted: Golden Abyss,"75,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/924, Naughty Dog,N/A,singleplayer
Shin Megami Tensei: Strange Journey Redux,"45,99 €",Third-Person,https://sandbox.oxylabs.io/products/925, Atlus,N/A,singleplayer
Monster Prom 2: Monster Camp,"73,99 €",Strategy,https://sandbox.oxylabs.io/products/926, Beautiful Glitch,N/A,multiplayer
Tom Clancy's Splinter Cell: Double Agent,"59,99 €",Turn-Based,https://sandbox.oxylabs.io/products/927, Ubisoft Shanghai,N/A,singleplayer
Blood & Truth,"79,99 €",Fantasy,https://sandbox.oxylabs.io/products/928, SCEE London Studio,N/A,singleplayer
Medal of Honor: Pacific Assault,"71,99 €",Action,https://sandbox.oxylabs.io/products/929, EA LA,N/A,multiplayer
N++,"86,99 €",Shooter,https://sandbox.oxylabs.io/products/930, Metanet Software Inc.,N/A,singleplayer
"Guns, Gore & Cannoli 2","76,99 €",First-Person,https://sandbox.oxylabs.io/products/931, Crazy Monkey Studios,N/A,multiplayer
BoxBoxBoy!,"79,99 €",Historic,https://sandbox.oxylabs.io/products/932, HAL Labs,N/A,
LEGO The Lord of the Rings,"83,99 €",Arcade,https://sandbox.oxylabs.io/products/933, TT Games,N/A,singleplayer
Etrian Odyssey Untold: The Millennium Girl,"82,99 €",Action,https://sandbox.oxylabs.io/products/934, Atlus,N/A,singleplayer
Wii Sports Resort,"82,99 €",Platformer,https://sandbox.oxylabs.io/products/935, Nintendo,N/A,multiplayer
Grandia II Anniversary Edition,"79,99 €",2D,https://sandbox.oxylabs.io/products/936, Game Arts,N/A,singleplayer
Outlast,"83,99 €",Action,https://sandbox.oxylabs.io/products/937, Red Barrels,N/A,singleplayer
Hearts of Iron II: Doomsday,"84,99 €",Shooter,https://sandbox.oxylabs.io/products/938, Paradox Development Studio,N/A,multiplayer
Dishonored: The Brigmore Witches,"87,99 €",Third-Person,https://sandbox.oxylabs.io/products/939, Arkane Studios,N/A,
Disgaea 4: A Promise Unforgotten,"87,99 €",Arcade,https://sandbox.oxylabs.io/products/940, Nippon Ichi Software,N/A,singleplayer
Injustice: Gods Among Us - Ultimate Edition,"72,99 €",Puzzle,https://sandbox.oxylabs.io/products/941, NetherRealm Studios,N/A,multiplayer
Mutant Mudds,"68,99 €",Action,https://sandbox.oxylabs.io/products/942, Renegade Kid,N/A,singleplayer
"Codename: Panzers, Phase Two","76,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/943, Stormregion,N/A,multiplayer
Tokyo Mirage Sessions #FE,"79,99 €",Action Adventure,https://sandbox.oxylabs.io/products/944, Atlus,N/A,singleplayer
Duke Nukem 3D,"81,99 €",Adventure,https://sandbox.oxylabs.io/products/945, 3D Realms,N/A,multiplayer
Mega Man Anniversary Collection,"87,99 €",General,https://sandbox.oxylabs.io/products/946, Atomic Planet Entertainment,N/A,singleplayer
Baten Kaitos: Eternal Wings and the Lost Ocean,"82,99 €",Fantasy,https://sandbox.oxylabs.io/products/947, Monolith Soft,N/A,singleplayer
The Banner Saga 1,"79,99 €",Compilation,https://sandbox.oxylabs.io/products/948, Stoic,N/A,singleplayer
Gunman Clive 2,"77,99 €",Linear,https://sandbox.oxylabs.io/products/949, Horberg Productions,N/A,
Darwinia+,"63,99 €",Role-Playing,https://sandbox.oxylabs.io/products/950, Introversion,N/A,singleplayer
Neon Abyss,"74,99 €",First-Person,https://sandbox.oxylabs.io/products/951, Veewo Games,N/A,singleplayer
AI War: Fleet Command,"79,99 €",Western-Style,https://sandbox.oxylabs.io/products/952," Arcen Games, LLC",N/A,
Final Fantasy Crystal Chronicles,"89,99 €",Sports,https://sandbox.oxylabs.io/products/953, Square Enix,N/A,multiplayer
The King of Fighters EX2: Howling Blood,"81,99 €",General,https://sandbox.oxylabs.io/products/954, Marvelous,N/A,multiplayer
Capcom vs. SNK,"86,99 €",Individual,https://sandbox.oxylabs.io/products/955, Capcom,N/A,
Starcraft 64,"78,99 €",Athletics,https://sandbox.oxylabs.io/products/956, Mass Media,N/A,
Final Fantasy Anthology,"86,99 €",Role-Playing,https://sandbox.oxylabs.io/products/957, SquareSoft,N/A,multiplayer
Pokemon Sword / Shield Dual Pack,"43,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/958, Game Freak,N/A,multiplayer
New Super Mario Bros. U Deluxe,"71,99 €",Horror,https://sandbox.oxylabs.io/products/959, Nintendo,N/A,singleplayer
The Elder Scrolls III: Tribunal,"80,99 €",Action Adventure,https://sandbox.oxylabs.io/products/960, Bethesda Softworks,N/A,singleplayer
Xenoblade Chronicles 2: Torna ~ The Golden Country,"86,99 €",Role-Playing,https://sandbox.oxylabs.io/products/961, Monolith Soft,N/A,
Ghost Giant,"71,99 €",Action RPG,https://sandbox.oxylabs.io/products/962, Zoink!,N/A,singleplayer
Pure,"70,99 €",Adventure,https://sandbox.oxylabs.io/products/963, Black Rock Studio,N/A,
God of War: Ascension,"76,99 €",General,https://sandbox.oxylabs.io/products/964, SCE Santa Monica,N/A,multiplayer
Life is Strange: Before the Storm - Farewell,"77,99 €",Driving,https://sandbox.oxylabs.io/products/965, Deck Nine Games,N/A,singleplayer
Boomerang X,"63,99 €",Racing,https://sandbox.oxylabs.io/products/966, DANG!,N/A,singleplayer
Buzz! Quiz TV,"72,99 €",Arcade,https://sandbox.oxylabs.io/products/967, Relentless Software,N/A,multiplayer
OkunoKA,"82,99 €",Automobile,https://sandbox.oxylabs.io/products/968, Caracal Games,N/A,singleplayer
Goodbye Deponia,"79,99 €",Action Adventure,https://sandbox.oxylabs.io/products/969, Daedalic Entertainment,N/A,singleplayer
Borderlands: The Handsome Collection,"80,99 €",Fantasy,https://sandbox.oxylabs.io/products/970, Gearbox Software,N/A,multiplayer
Sid Meier's Civilization VI: Gathering Storm,"67,99 €",Linear,https://sandbox.oxylabs.io/products/971, Firaxis Games,N/A,
PixelJunk Eden,"78,99 €",Action Adventure,https://sandbox.oxylabs.io/products/972, Q-Games,N/A,multiplayer
Sly Cooper Collection,"79,99 €",General,https://sandbox.oxylabs.io/products/973, Sanzaru Games,N/A,singleplayer
SWAT 4: The Stetchkov Syndicate,"80,99 €",General,https://sandbox.oxylabs.io/products/974, Irrational Games,N/A,multiplayer
Dropsy,"75,99 €",Action,https://sandbox.oxylabs.io/products/975," Tendershoot, A Jolly Corpse",N/A,singleplayer
Company of Heroes 2: The British Forces,"63,99 €",Shooter,https://sandbox.oxylabs.io/products/976, Relic,N/A,
WWE SmackDown! vs. Raw,"86,99 €",First-Person,https://sandbox.oxylabs.io/products/977, Yuke's,N/A,multiplayer
Ground Control II: Operation Exodus,"78,99 €",Arcade,https://sandbox.oxylabs.io/products/978, Massive Entertainment,N/A,multiplayer
Pokemon White Version 2,"79,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/979, Game Freak,N/A,multiplayer
Pokemon Shield,"46,99 €",Trivia / Game Show,https://sandbox.oxylabs.io/products/980, Game Freak,N/A,multiplayer
Shin Megami Tensei: Strange Journey,"48,99 €",Action,https://sandbox.oxylabs.io/products/981, Atlus,N/A,singleplayer
MDK 2: Armageddon,"79,99 €",Platformer,https://sandbox.oxylabs.io/products/982, BioWare,N/A,singleplayer
Jarrett & Labonte Stock Car Racing,"77,99 €",2D,https://sandbox.oxylabs.io/products/983, Codemasters,N/A,
Fur Fighters,"74,99 €",Adventure,https://sandbox.oxylabs.io/products/984, Bizarre Creations,N/A,
Puppeteer,"84,99 €",General,https://sandbox.oxylabs.io/products/985, SCE Japan Studio,N/A,singleplayer
Under Night In-Birth Exe:Late,"83,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/986, French-Bread,N/A,multiplayer
Sega Ages: Thunder Force AC,"80,99 €",Compilation,https://sandbox.oxylabs.io/products/987, M2,N/A,singleplayer
Titan Quest: Immortal Throne,"84,99 €",Strategy,https://sandbox.oxylabs.io/products/988, Iron Lore Entertainment,N/A,multiplayer
Prison Architect,"69,99 €",Turn-Based,https://sandbox.oxylabs.io/products/989, Introversion,N/A,
La-Mulana (Remake),"71,99 €",4X,https://sandbox.oxylabs.io/products/990, Nigoro,N/A,
Saviors of Sapphire Wings & Stranger of Sword City Revisited,"72,99 €",Action,https://sandbox.oxylabs.io/products/991, NIS America,N/A,singleplayer
Ironcast,"79,99 €",Platformer,https://sandbox.oxylabs.io/products/992, Dreadbit,N/A,singleplayer
Wonder Boy: The Dragon's Trap,"77,99 €",Action Adventure,https://sandbox.oxylabs.io/products/993, Lizardcube,N/A,singleplayer
SpellForce 2: Shadow Wars,"76,99 €",General,https://sandbox.oxylabs.io/products/994, EA Phenomic,N/A,multiplayer
Fritz 8 Deluxe,"67,99 €",Role-Playing,https://sandbox.oxylabs.io/products/995, ChessBase,N/A,multiplayer
Dishonored: Definitive Edition,"77,99 €",PC-style RPG,https://sandbox.oxylabs.io/products/996, Arkane Studios,N/A,singleplayer
Etrian Odyssey V: Beyond the Myth,"80,99 €",Western-Style,https://sandbox.oxylabs.io/products/997, Atlus Co.,N/A,singleplayer
Lumines Supernova,"81,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/998, Q Entertainment,N/A,multiplayer
Hoyle Majestic Chess,"72,99 €",Board Games,https://sandbox.oxylabs.io/products/999, Fluent,N/A,multiplayer
MLB 15: The Show,"77,99 €",Board / Card Game,https://sandbox.oxylabs.io/products/1000, SCEA San Diego Studios,N/A,multiplayer
Monster Hunter Generations Ultimate,"86,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1001, Capcom,N/A,multiplayer
Dishonored: The Knife of Dunwall,"83,99 €",General,https://sandbox.oxylabs.io/products/1002, Arkane Studios,N/A,
Company of Heroes 2,"22,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1003, Relic,N/A,
RiME,"78,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1004, Tequila Works,N/A,singleplayer
Natural Selection 2,"85,99 €",Western-Style,https://sandbox.oxylabs.io/products/1005, Unknown Worlds Entertainment,N/A,multiplayer
Red Steel 2,"85,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1006, Ubisoft Paris,N/A,multiplayer
Ninjatown,"84,99 €",Puzzle,https://sandbox.oxylabs.io/products/1007, Venan Entertainment,N/A,multiplayer
MotoGP '06,"74,99 €",Matching,https://sandbox.oxylabs.io/products/1008, Climax Group,N/A,multiplayer
Dandy Ace,"87,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1009, Mad Mimic,N/A,singleplayer
Mr. Driller: Drill Land,"81,99 €",Board Games,https://sandbox.oxylabs.io/products/1010, Bandai Namco Games,N/A,multiplayer
Wintermoor Tactics Club,"80,99 €",Board / Card Game,https://sandbox.oxylabs.io/products/1011, EVC,N/A,singleplayer
A Short Hike,"85,99 €",Traditional,https://sandbox.oxylabs.io/products/1012, adamgryu,N/A,singleplayer
Blazing Beaks,"81,99 €",Sports,https://sandbox.oxylabs.io/products/1013, Applava,N/A,singleplayer
Octahedron,"71,99 €",Team,https://sandbox.oxylabs.io/products/1014, Demimonde,N/A,singleplayer
Style Savvy: Styling Star,"78,99 €",Baseball,https://sandbox.oxylabs.io/products/1015, Nintendo,N/A,singleplayer
Samorost 3,"78,99 €",Sim,https://sandbox.oxylabs.io/products/1016, Amanita Design,N/A,
The Sims 3: Into the Future,"56,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1017, Maxis,N/A,
Wii Fit Plus,"75,99 €",Action RPG,https://sandbox.oxylabs.io/products/1018, Nintendo,N/A,
FATE,"77,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1019, WildTangent,N/A,singleplayer
Ultimate Brain Games,"85,99 €",Modern,https://sandbox.oxylabs.io/products/1020, Cosmigo,N/A,
Disney's Lilo & Stitch,"74,99 €",General,https://sandbox.oxylabs.io/products/1021, Digital Eclipse,N/A,
Asheron's Call Dark Majesty,"76,99 €",Strategy,https://sandbox.oxylabs.io/products/1022, Turbine Inc.,N/A,multiplayer
Gran Turismo 5 Prologue,"70,99 €",Real-Time,https://sandbox.oxylabs.io/products/1023, Polyphony Digital,N/A,multiplayer
Valorant,"50,99 €",Historic,https://sandbox.oxylabs.io/products/1024, Riot Games,N/A,multiplayer
Dragonshard,"75,99 €",Strategy,https://sandbox.oxylabs.io/products/1025, Liquid Entertainment,N/A,multiplayer
This War of Mine: Complete Edition,"82,99 €",Real-Time,https://sandbox.oxylabs.io/products/1026, 11 bit studios,N/A,singleplayer
Icewind Dale: Enhanced Edition,"74,99 €",Fantasy,https://sandbox.oxylabs.io/products/1027, Black Isle Studios,N/A,
Yo-kai Watch 3,"83,99 €",General,https://sandbox.oxylabs.io/products/1028, Level 5,N/A,multiplayer
Gravity Rush 2,"81,99 €",Strategy,https://sandbox.oxylabs.io/products/1029, SCE Japan Studio,N/A,singleplayer
Castlevania: The Dracula X Chronicles,"82,99 €",Real-Time,https://sandbox.oxylabs.io/products/1030, Konami,N/A,singleplayer
Blaster Master Zero III,"80,99 €",General,https://sandbox.oxylabs.io/products/1031, Inti Creates,N/A,singleplayer
NHL 19,"52,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1032, EA Sports,N/A,multiplayer
Super Time Force Ultra,"65,99 €",PC-style RPG,https://sandbox.oxylabs.io/products/1033, Capy Games,N/A,singleplayer
Day of Defeat: Source,"90,99 €",Western-Style,https://sandbox.oxylabs.io/products/1034, Valve Software,N/A,multiplayer
Pokemon Sword,"46,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1035, Game Freak,N/A,multiplayer
Battlefield 2142,"68,99 €",Trainer,https://sandbox.oxylabs.io/products/1036, EA DICE,N/A,multiplayer
Fantasy General II: Invasion,"72,99 €",Action,https://sandbox.oxylabs.io/products/1037, Owned by Gravity,N/A,multiplayer
Super Mega Baseball: Extra Innings,"71,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1038, Metalhead Software,N/A,
EA Sports Active More Workouts,"80,99 €",Platformer,https://sandbox.oxylabs.io/products/1039, Electronic Arts,N/A,
A Boy and His Blob,"83,99 €",Open-World,https://sandbox.oxylabs.io/products/1040, WayForward,N/A,singleplayer
Vampire: The Masquerade - Bloodlines,"89,99 €",3D,https://sandbox.oxylabs.io/products/1041, Troika Games,N/A,singleplayer
OneShot,"88,99 €",Action,https://sandbox.oxylabs.io/products/1042, Team Oneshot,N/A,singleplayer
Score Rush Extended,"72,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1043, Xona Games,N/A,
MX Unleashed,"87,99 €",Platformer,https://sandbox.oxylabs.io/products/1044, Rainbow Studios,N/A,multiplayer
NHL 2K2,"87,99 €",Compilation,https://sandbox.oxylabs.io/products/1045, Treyarch,N/A,
Fire Pro Wrestling,"80,99 €",2D,https://sandbox.oxylabs.io/products/1046, Spike,N/A,multiplayer
Pilotwings 64,"81,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1047, Paradigm Entertainment,N/A,singleplayer
"Warhammer 40,000: Dawn of War II - Retribution","77,99 €",General,https://sandbox.oxylabs.io/products/1048, Relic,N/A,
Zero D Beat Drop,"80,99 €",Sports,https://sandbox.oxylabs.io/products/1049, Cyclone Zero,N/A,multiplayer
F.I.S.T.: Forged In Shadow Torch,"73,99 €",Team,https://sandbox.oxylabs.io/products/1050, TIGAMES,N/A,
ZEN Pinball,"78,99 €",Ice Hockey,https://sandbox.oxylabs.io/products/1051, Zen Studios,N/A,
"Bury Me, My Love","31,99 €",Sim,https://sandbox.oxylabs.io/products/1052, The Pixel Hunt,N/A,singleplayer
Ghost 1.0,"74,99 €",Action,https://sandbox.oxylabs.io/products/1053, @unepic_fran,N/A,singleplayer
Bit.Trip Beat,"85,99 €",Platformer,https://sandbox.oxylabs.io/products/1054, Gaijin Games,N/A,multiplayer
Donkey Kong Country 2,"86,99 €",Shooter,https://sandbox.oxylabs.io/products/1055, Rare Ltd.,N/A,multiplayer
Cloning Clyde,"81,99 €",2D,https://sandbox.oxylabs.io/products/1056, NinjaBee,N/A,multiplayer
Pokemon Conquest,"83,99 €",Strategy,https://sandbox.oxylabs.io/products/1057, Koei,N/A,singleplayer
Grand Theft Auto Online,"58,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1058, Rockstar North,N/A,multiplayer
Faeria,"72,99 €",Fantasy,https://sandbox.oxylabs.io/products/1059, Abrakam SA,N/A,singleplayer
Panzer Corps,"76,99 €",Tactics,https://sandbox.oxylabs.io/products/1060, The Lordz Games Studio,N/A,multiplayer
Trauma Center: Second Opinion,"80,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1061, Atlus,N/A,singleplayer
Double Fine Happy Action Theater,"62,99 €",Modern,https://sandbox.oxylabs.io/products/1062, Double Fine Productions,N/A,singleplayer
Final Fantasy Pixel Remaster,"55,99 €",Open-World,https://sandbox.oxylabs.io/products/1063, Square Enix,N/A,singleplayer
Tooth and Tail,"78,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1064, Pocketwatch Games,N/A,multiplayer
Madden NFL 19,"20,99 €",Board / Card Game,https://sandbox.oxylabs.io/products/1065, EA Tiburon,N/A,multiplayer
Men of War,"80,99 €",Strategy,https://sandbox.oxylabs.io/products/1066, Best Way,N/A,multiplayer
Blossom Tales: The Sleeping King,"79,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1067," Castle Pixel, LLC.",N/A,singleplayer
Fallen Enchantress: Legendary Heroes,"77,99 €",Real-Time,https://sandbox.oxylabs.io/products/1068, Stardock,N/A,singleplayer
Medal of Honor Frontline,"75,99 €",Wargame,https://sandbox.oxylabs.io/products/1069, Dreamworks Games,N/A,multiplayer
Star Wars Pinball: Heroes Within,"52,99 €",General,https://sandbox.oxylabs.io/products/1070, Zen Studios,N/A,
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,"75,99 €",Tactics,https://sandbox.oxylabs.io/products/1071, Telltale Games,N/A,singleplayer
Penny Arcade Adventures: Episode Two,"74,99 €",Action,https://sandbox.oxylabs.io/products/1072, Hothead Games,N/A,
Splashdown: Rides Gone Wild,"86,99 €",Simulation,https://sandbox.oxylabs.io/products/1073, Rainbow Studios,N/A,multiplayer
MotoGP 3,"81,99 €",General,https://sandbox.oxylabs.io/products/1074, Namco,N/A,multiplayer
War of the Monsters,"88,99 €",Virtual,https://sandbox.oxylabs.io/products/1075, Incognito Inc.,N/A,multiplayer
Incredible Crisis,"80,99 €",Career,https://sandbox.oxylabs.io/products/1076, Polygon Magic,N/A,multiplayer
Time Commando,"83,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1077, Adeline Software,N/A,singleplayer
SoulCalibur: Broken Destiny,"66,99 €",General,https://sandbox.oxylabs.io/products/1078, Bandai Namco Games,N/A,multiplayer
